Files already downloaded and verified
Files already downloaded and verified
Files already downloaded and verified
Train Epoch: 19 [15360/50000 (31%)]	Train Loss: 1.978952	Val Loss: 2.054398	Val Acc: 39.765625
Train Epoch: 19 [20480/50000 (41%)]	Train Loss: 2.052830	Val Loss: 2.047021	Val Acc: 41.2109375
Train Epoch: 19 [25600/50000 (51%)]	Train Loss: 2.005620	Val Loss: 2.050228	Val Acc: 41.09375
Train Epoch: 19 [30720/50000 (61%)]	Train Loss: 2.015575	Val Loss: 2.051688	Val Acc: 40.390625
Train Epoch: 19 [35840/50000 (71%)]	Train Loss: 2.005664	Val Loss: 2.053812	Val Acc: 40.3125
Train Epoch: 19 [40960/50000 (82%)]	Train Loss: 1.988752	Val Loss: 2.047166	Val Acc: 40.9765625
Train Epoch: 19 [46080/50000 (92%)]	Train Loss: 2.004440	Val Loss: 2.031651	Val Acc: 41.7578125

test set: Average loss: 2.0472, Accuracy: 4079/10000 (41%)

Train Epoch: 20 [0/50000 (0%)]	Train Loss: 1.986403	Val Loss: 2.046960	Val Acc: 41.09375
Train Epoch: 20 [5120/50000 (10%)]	Train Loss: 2.030871	Val Loss: 2.049162	Val Acc: 40.390625
Train Epoch: 20 [10240/50000 (20%)]	Train Loss: 2.007366	Val Loss: 2.051187	Val Acc: 40.3125
Train Epoch: 20 [15360/50000 (31%)]	Train Loss: 2.023239	Val Loss: 2.061794	Val Acc: 39.1796875
Train Epoch: 20 [20480/50000 (41%)]	Train Loss: 2.020067	Val Loss: 2.059190	Val Acc: 39.453125
Train Epoch: 20 [25600/50000 (51%)]	Train Loss: 2.018214	Val Loss: 2.061698	Val Acc: 39.3359375
Train Epoch: 20 [30720/50000 (61%)]	Train Loss: 1.993857	Val Loss: 2.055183	Val Acc: 40.3125
Train Epoch: 20 [35840/50000 (71%)]	Train Loss: 2.014287	Val Loss: 2.042113	Val Acc: 41.09375
Train Epoch: 20 [40960/50000 (82%)]	Train Loss: 2.020589	Val Loss: 2.044460	Val Acc: 41.71875
Train Epoch: 20 [46080/50000 (92%)]	Train Loss: 2.004371	Val Loss: 2.054966	Val Acc: 39.5703125

test set: Average loss: 2.0515, Accuracy: 4058/10000 (41%)

Train Epoch: 21 [0/50000 (0%)]	Train Loss: 1.998910	Val Loss: 2.042037	Val Acc: 41.484375
Train Epoch: 21 [5120/50000 (10%)]	Train Loss: 1.980233	Val Loss: 2.051955	Val Acc: 40.78125
Train Epoch: 21 [10240/50000 (20%)]	Train Loss: 1.997265	Val Loss: 2.050906	Val Acc: 40.8203125
Train Epoch: 21 [15360/50000 (31%)]	Train Loss: 2.020682	Val Loss: 2.045104	Val Acc: 41.25
Train Epoch: 21 [20480/50000 (41%)]	Train Loss: 2.045841	Val Loss: 2.053471	Val Acc: 39.6484375
Train Epoch: 21 [25600/50000 (51%)]	Train Loss: 1.983611	Val Loss: 2.040869	Val Acc: 42.265625
Train Epoch: 21 [30720/50000 (61%)]	Train Loss: 2.032852	Val Loss: 2.048341	Val Acc: 41.09375
Train Epoch: 21 [35840/50000 (71%)]	Train Loss: 2.002389	Val Loss: 2.057167	Val Acc: 39.8046875
Train Epoch: 21 [40960/50000 (82%)]	Train Loss: 2.010992	Val Loss: 2.044436	Val Acc: 41.171875
Train Epoch: 21 [46080/50000 (92%)]	Train Loss: 2.010017	Val Loss: 2.049777	Val Acc: 40.7421875

test set: Average loss: 2.0478, Accuracy: 4076/10000 (41%)

Train Epoch: 22 [0/50000 (0%)]	Train Loss: 2.014004	Val Loss: 2.037716	Val Acc: 41.640625
Train Epoch: 22 [5120/50000 (10%)]	Train Loss: 2.017930	Val Loss: 2.046044	Val Acc: 40.859375
Train Epoch: 22 [10240/50000 (20%)]	Train Loss: 1.997235	Val Loss: 2.041425	Val Acc: 41.9140625
Train Epoch: 22 [15360/50000 (31%)]	Train Loss: 1.966494	Val Loss: 2.056589	Val Acc: 40.0390625
Train Epoch: 22 [20480/50000 (41%)]	Train Loss: 2.004096	Val Loss: 2.052048	Val Acc: 39.9609375
Train Epoch: 22 [25600/50000 (51%)]	Train Loss: 1.997247	Val Loss: 2.055254	Val Acc: 40.1171875
